Poem,Interpreted
"[['شاهدان گر دلبری زین سان کنند', 'زاهدان را رخنه در ایمان کنند'], ['هر کجا آن شاخ نرگس بشکفد', 'گلرخانش دیده نرگسدان کنند'], ['ای جوان سروقد گویی ببر', 'پیش از آن کز قامتت چوگان کنند'], ['عاشقان را بر سر خود حکم نیست', 'هر چه فرمان تو باشد آن کنند'], ['پیش چشمم کمتر است از قطره\u200cای', 'این حکایت\u200cها که از طوفان کنند'], ['یار ما چون گیرد آغاز سماع', 'قدسیان بر عرش دست افشان کنند'], ['مردم چشمم به خون آغشته شد', 'در کجا این ظلم بر انسان کنند'], ['خوش برآ با غصه ای دل کاهل راز', 'عیش خوش در بوته هجران کنند'], ['سر مکش حافظ ز آه نیم شب', 'تا چو صبحت آینه رخشان کنند']]","['قدر فرصت های پیش رو را بدانید و از موقعیت ها استفاده کنید. سختی ها و مشکلات به زودی تمام می شود. یاس و ناامیدی را از خود دور کنید تا به مراد دل خود دست پیدا کنید.', 'اگرچه ممکن است نیت شما به سرعت جامه عمل نپوشد اما نگران نباشید، دیر یا زود به مراد دل خود می رسید. مدتی پیش ظلمی در حق شما شده که به خاطر آن دچار اندوه هستید، ظالمان را به خدا بسپارید.']"
"[['گفتم کی ام دهان و لبت کامران کنند', 'گفتا به چشم هر چه تو گویی چنان کنند'], ['گفتم خراج مصر طلب می\u200cکند لبت', 'گفتا در این معامله کمتر زیان کنند'], ['گفتم به نقطه دهنت خود که برد راه', 'گفت این حکایتیست که با نکته دان کنند'], ['گفتم صنم پرست مشو با صمد نشین', 'گفتا به کوی عشق هم این و هم آن کنند'], ['گفتم هوای میکده غم می\u200cبرد ز دل', 'گفتا خوش آن کسان که دلی شادمان کنند'], ['گفتم شراب و خرقه نه آیین مذهب است', 'گفت این عمل به مذهب پیر مغان کنند'], ['گفتم ز لعل نوش لبان پیر را چه سود', 'گفتا به بوسه شکرینش جوان کنند'], ['گفتم که خواجه کی به سر حجله می\u200cرود', 'گفت آن زمان که مشتری و مه قران کنند'], ['گفتم دعای دولت او ورد حافظ است', 'گفت این دعا ملایک هفت آسمان کنند']]","['شما فردی دقیق و با اراده قوی هستید و توانایی های زیادی دارید که با تکیه بر آن ها می توانید به آن چه اراده می کنید برسید. مدتی است تردید و دودلی باعث سرگردانی شما شده، با توکل به خداوند کارهای خود را به انجام برسانید.', 'سعی کنید باعث خوشحالی دیگران شده و با یاد خدا غم و غصه را از دل خود نیز بیرون کنید. اسرار خود را به هر کسی نگویید بلکه سفره دل خود را تنها برای افرادی که مورد اعتماد شما هستند باز کنید.']"
"[['واعظان کاین جلوه در محراب و منبر می\u200cکنند', 'چون به خلوت می\u200cروند آن کار دیگر می\u200cکنند'], ['مشکلی دارم ز دانشمند مجلس بازپرس', 'توبه فرمایان چرا خود توبه کمتر می\u200cکنند'], ['گوییا باور نمی\u200cدارند روز داوری', 'کاین همه قلب و دغل در کار داور می\u200cکنند'], ['یا رب این نودولتان را با خر خودشان نشان', 'کاین همه ناز از غلام ترک و استر می\u200cکنند'], ['ای گدای خانقه برجه که در دیر مغان', 'می\u200cدهند آبی که دل\u200cها را توانگر می\u200cکنند'], ['حسن بی\u200cپایان او چندان که عاشق می\u200cکشد', 'زمره دیگر به عشق از غیب سر بر می\u200cکنند'], ['بر در میخانه عشق ای ملک تسبیح گوی', 'کاندر آن جا طینت آدم مخمر می\u200cکنند'], ['صبحدم از عرش می\u200cآمد خروشی عقل گفت', 'قدسیان گویی که شعر حافظ از بر می\u200cکنند']]","['گاهی به حرف هایی که می زنید عمل نمی کنید و فقط حرف های شعارگونه برای دیگران زده و آن ها را پند می دهید در صورتی که خودتان به آن باور ندارید. دروغ و دورویی را کنار بگذارید که سرانجام آن رسوایی و بی آبرویی خواهد بود.', 'در کارها صداقت و راستی به خرج دهید که باعث موفقیت و پیشرفت شما می شود. ممکن است هوی و هوس دنیا شما را به راه خطا بکشاند، از حیله و نیرنگ دشمنان که سعی می کنند شما را وسوسه کنند حذر کرده و از آن ها دوری کنید.']"
"[['دانی که چنگ و عود چه تقریر می\u200cکنند', 'پنهان خورید باده که تعزیر می\u200cکنند'], ['ناموس عشق و رونق عشاق می\u200cبرند', 'عیب جوان و سرزنش پیر می\u200cکنند'], ['جز قلب تیره هیچ نشد حاصل و هنوز', 'باطل در این خیال که اکسیر می\u200cکنند'], ['گویند رمز عشق مگویید و مشنوید', 'مشکل حکایتیست که تقریر می\u200cکنند'], ['ما از برون در شده مغرور صد فریب', 'تا خود درون پرده چه تدبیر می\u200cکنند'], ['تشویش وقت پیر مغان می\u200cدهند باز', 'این سالکان نگر که چه با پیر می\u200cکنند'], ['صد ملک دل به نیم نظر می\u200cتوان خرید', 'خوبان در این معامله تقصیر می\u200cکنند'], ['قومی به جد و جهد نهادند وصل دوست', 'قومی دگر حواله به تقدیر می\u200cکنند'], ['فی الجمله اعتماد مکن بر ثبات دهر', 'کاین کارخانه\u200cایست که تغییر می\u200cکنند'], ['می خور که شیخ و حافظ و مفتی و محتسب', 'چون نیک بنگری همه تزویر می\u200cکنند']]","['یکی از اطرافیان به شما خیانت کرده و همین ضربه بدی به شما وارد کرده، این مسئله تجربه ای است که نشان می دهد لازم است دوستان را از دشمنان شناخته و زود به هرکسی اعتماد نکنید.', 'برخی افراد قصد دارند از شما سواستفاده کنند، حواستان باشد که پلی برای موفقیت افراد نااهل نشوید. از ظاهربینی حذر کنید. نیتی در دل دارید که با تلاش و ثبات قدم انشالله به آن خواهید رسید.']"
"[['شراب بی\u200cغش و ساقی خوش دو دام رهند', 'که زیرکان جهان از کمندشان نرهند'], ['من ار چه عاشقم و رند و مست و نامه سیاه', 'هزار شکر که یاران شهر بی\u200cگنهند'], ['جفا نه پیشه درویشیست و راهروی', 'بیار باده که این سالکان نه مرد رهند'], ['مبین حقیر گدایان عشق را کاین قوم', 'شهان بی کمر و خسروان بی کلهند'], ['به هوش باش که هنگام باد استغنا', 'هزار خرمن طاعت به نیم جو ننهند'], ['مکن که کوکبه دلبری شکسته شود', 'چو بندگان بگریزند و چاکران بجهند'], ['غلام همت دردی کشان یک رنگم', 'نه آن گروه که ازرق لباس و دل سیهند'], ['قدم منه به خرابات جز به شرط ادب', 'که سالکان درش محرمان پادشهند'], ['جناب عشق بلند است همتی حافظ', 'که عاشقان ره بی\u200cهمتان به خود ندهند']]","['با اراده راسخ در جهت دستیابی به اهداف خود قدم بردارید. سعی کنید اطرافیان را با دقت بیشتری شناخته و دوستان با صداقت انتخاب کنید. با یار خود سختگیری کرده اید و باعث آزار و رنجش او شده اید، فخرفروشی و کنایه های شما کار را خراب تر می کند.', 'مراقب باشید که از راه عدالت خارج نشده و دچار گناه نشوید. حیله و فریبکاری شما را از هدف دورتر می کند. قبل از هرکاری خوب جوانب آن را سنجیده و از ساده لوحی بپرهیزید.']"
"[['بود آیا که در میکده\u200cها بگشایند', 'گره از کار فروبسته ما بگشایند'], ['اگر از بهر دل زاهد خودبین بستند', 'دل قوی دار که از بهر خدا بگشایند'], ['به صفای دل رندان صبوحی زدگان', 'بس در بسته به مفتاح دعا بگشایند'], ['نامه تعزیت دختر رز بنویسید', 'تا همه مغبچگان زلف دوتا بگشایند'], ['گیسوی چنگ ببرید به مرگ می ناب', 'تا حریفان همه خون از مژه\u200cها بگشایند'], ['در میخانه ببستند خدایا مپسند', 'که در خانه تزویر و ریا بگشایند'], ['حافظ این خرقه که داری تو ببینی فردا', 'که چه زنار ز زیرش به دغا بگشایند']]","['اگرچه سختی های زیادی را تحمل می کنید و غم و اندوه زیادی دارید اما ناامیدی از درگاه خداوند نتیجه خوبی برای شما ندارد، مطمئن باشید با امید به پروردگار و صبوری، به زودی سختی های می گذرند و آسانی برای شما فرا خواهد رسید.', 'برای رسیدن به آرامش بهتر است به سوی خداوند بروید و به درگاهش دعا و نیایش کنید تا باعث جلای قلب و آرامش دل شما شود. مشکلات با دقت، سرعت و توکل حل خواهد شد.']"
"[['سال\u200cها دفتر ما در گرو صهبا بود', 'رونق میکده از درس و دعای ما بود'], ['نیکی پیر مغان بین که چو ما بدمستان', 'هر چه کردیم به چشم کرمش زیبا بود'], ['دفتر دانش ما جمله بشویید به می', 'که فلک دیدم و در قصد دل دانا بود'], ['از بتان آن طلب ار حسن شناسی ای دل', 'کاین کسی گفت که در علم نظر بینا بود'], ['دل چو پرگار به هر سو دورانی می\u200cکرد', 'و اندر آن دایره سرگشته پابرجا بود'], ['مطرب از درد محبت عملی می\u200cپرداخت', 'که حکیمان جهان را مژه خون پالا بود'], ['می\u200cشکفتم ز طرب زان که چو گل بر لب جوی', 'بر سرم سایه آن سرو سهی بالا بود'], ['پیر گلرنگ من اندر حق ازرق پوشان', 'رخصت خبث نداد ار نه حکایت\u200cها بود'], ['قلب اندوده حافظ بر او خرج نشد', 'کاین معامل به همه عیب نهان بینا بود']]","['مدتی هست از زندگی ات راضی نیستید و احساس سرگردانی می کنید و گمان می کنید اطرافیان با ترحم و دلسوزی با شما رفتار می کنند. زندگی بدون هدف باعث خستگی شما شده است.', 'خودتان را دست کم نگیرید و به استعدادهای خود ایمان داشته باشید. اگر در راه علم و دانش قدم بردارید به شهرت خواهید رسید. ناامیدی را از خود دور کنید و شک و تردید را کنار بگذارید. خداوند یار و یاور شماست.']"
"[['یاد باد آن که نهانت نظری با ما بود', 'رقم مهر تو بر چهره ما پیدا بود'], ['یاد باد آن که چو چشمت به عتابم می\u200cکشت', 'معجز عیسویت در لب شکرخا بود'], ['یاد باد آن که صبوحی زده در مجلس انس', 'جز من و یار نبودیم و خدا با ما بود'], ['یاد باد آن که رخت شمع طرب می\u200cافروخت', 'وین دل سوخته پروانه ناپروا بود'], ['یاد باد آن که در آن بزمگه خلق و ادب', 'آن که او خنده مستانه زدی صهبا بود'], ['یاد باد آن که چو یاقوت قدح خنده زدی', 'در میان من و لعل تو حکایت\u200cها بود'], ['یاد باد آن که نگارم چو کمر بربستی', 'در رکابش مه نو پیک جهان پیما بود'], ['یاد باد آن که خرابات نشین بودم و مست', 'وآنچه در مسجدم امروز کم است آنجا بود'], ['یاد باد آن که به اصلاح شما می\u200cشد راست', 'نظم هر گوهر ناسفته که حافظ را بود']]","['دوستان شفیق و دلسوزی دارید، قدرشان را بدانید و در راه دوستی و محبت شک به خود راه ندهید. به آینده فکر کنید و غم گذشته را نخورید. افسوس و حسرت گذشته دوای درد شما نیست.', 'زندگی را سخت نگیرید و با سرعت و تیزهوشی سعی کنید آینده خود را به شکل قشنگی بسازید. صبوری کنید، بیمار شفا پیدا می کند، قرض ادا می شود و ازدواج عملی خواهد شد.']"
"[['تا ز میخانه و می نام و نشان خواهد بود', 'سر ما خاک ره پیر مغان خواهد بود'], ['حلقه پیر مغان از ازلم در گوش است', 'بر همانیم که بودیم و همان خواهد بود'], ['بر سر تربت ما چون گذری همت خواه', 'که زیارتگه رندان جهان خواهد بود'], ['برو ای زاهد خودبین که ز چشم من و تو', 'راز این پرده نهان است و نهان خواهد بود'], ['ترک عاشق کش من مست برون رفت امروز', 'تا دگر خون که از دیده روان خواهد بود'], ['چشمم آن دم که ز شوق تو نهد سر به لحد', 'تا دم صبح قیامت نگران خواهد بود'], ['بخت حافظ گر از این گونه مدد خواهد کرد', 'زلف معشوقه به دست دگران خواهد بود']]","['کسی از آینده خبر ندارد اما راز زندگی در تیزهوشی و درایت است، هر انسانی می تواند با عقل و صبر و شکیبایی به موفقیت برسد. ناامید نباشید، از تردید و دودلی دست بردارید.', 'به خداوند توکل کنید و از عجله کردن پرهیز کنید که برای رسیدن به مقصود باید پله پله جلو رفت. اگرچه از یکنواختی زندگی خسته شده اید اما امیدوار باشید که با تلاش و کوشش می توانید بهترین زندگی را بسازید.']"
"[['پیش از اینت بیش از این اندیشه عشاق بود', 'مهرورزی تو با ما شهره آفاق بود'], ['یاد باد آن صحبت شب\u200cها که با نوشین لبان', 'بحث سر عشق و ذکر حلقه عشاق بود'], ['پیش از این کاین سقف سبز و طاق مینا برکشند', 'منظر چشم مرا ابروی جانان طاق بود'], ['از دم صبح ازل تا آخر شام ابد', 'دوستی و مهر بر یک عهد و یک میثاق بود'], ['سایه معشوق اگر افتاد بر عاشق چه شد', 'ما به او محتاج بودیم او به ما مشتاق بود'], ['حسن مه رویان مجلس گر چه دل می\u200cبرد و دین', 'بحث ما در لطف طبع و خوبی اخلاق بود'], ['بر در شاهم گدایی نکته\u200cای در کار کرد', 'گفت بر هر خوان که بنشستم خدا رزاق بود'], ['رشته تسبیح اگر بگسست معذورم بدار', 'دستم اندر دامن ساقی سیمین ساق بود'], ['در شب قدر ار صبوحی کرده\u200cام عیبم مکن', 'سرخوش آمد یار و جامی بر کنار طاق بود'], ['شعر حافظ در زمان آدم اندر باغ خلد', 'دفتر نسرین و گل را زینت اوراق بود']]","['فکر گذشته باعث اندوه شما شده و دچار حسرت و اندوه هستید، غم و غصه را فراموش کنید و به عهد و پیمانی که بسته اید وفادار بمانید حتی اگر کار سختی باشد.', 'برای کسب روزی حلال تلاش کنید تا زندگی پربرکتی داشته و خداوند شما را در رسیدن به آرزوهای تان یاری دهد. وسواس و تردید زیادی در کارها دارید که باعث خستگی شما شده است.']"
"[['یاد باد آن که سر کوی توام منزل بود', 'دیده را روشنی از خاک درت حاصل بود'], ['راست چون سوسن و گل از اثر صحبت پاک', 'بر زبان بود مرا آن چه تو را در دل بود'], ['دل چو از پیر خرد نقل معانی می\u200cکرد', 'عشق می\u200cگفت به شرح آن چه بر او مشکل بود'], ['آه از آن جور و تطاول که در این دامگه است', 'آه از آن سوز و نیازی که در آن محفل بود'], ['در دلم بود که بی دوست نباشم هرگز', 'چه توان کرد که سعی من و دل باطل بود'], ['دوش بر یاد حریفان به خرابات شدم', 'خم می دیدم خون در دل و پا در گل بود'], ['بس بگشتم که بپرسم سبب درد فراق', 'مفتی عقل در این مسئله لایعقل بود'], ['راستی خاتم فیروزه بواسحاقی', 'خوش درخشید ولی دولت مستعجل بود'], ['دیدی آن قهقهه کبک خرامان حافظ', 'که ز سرپنجه شاهین قضا غافل بود']]","['در گذشته غرق شده اید و افسوس آن را می خورید اما حسرت خوردن فایده ای برای شما ندارد، تجربه هایی که از گذشته کسب کرده اید را به خاطر سپرده و بقیه چیزها را فراموش کنید تا در مسیر موفقیت گام بردارید.', 'از راهنمایی و تجربه افراد با تجربه و والدین خود بهره بگیرید، خودتان را برای آینده درخشان آماده کنید زیرا روزهای خوشی در راه است و فقط به کمی پشتکار و تلاش نیاز دارید.']"
"[['خستگان را چو طلب باشد و قوت نبود', 'گر تو بیداد کنی شرط مروت نبود'], ['ما جفا از تو ندیدیم و تو خود نپسندی', 'آنچه در مذهب ارباب طریقت نبود'], ['خیره آن دیده که آبش نبرد گریه عشق', 'تیره آن دل که در او شمع محبت نبود'], ['دولت از مرغ همایون طلب و سایه او', 'زان که با زاغ و زغن شهپر دولت نبود'], ['گر مدد خواستم از پیر مغان عیب مکن', 'شیخ ما گفت که در صومعه همت نبود'], ['چون طهارت نبود کعبه و بتخانه یکیست', 'نبود خیر در آن خانه که عصمت نبود'], ['حافظا علم و ادب ورز که در مجلس شاه', 'هر که را نیست ادب لایق صحبت نبود']]","['هر دردی درمانی دارد، از افراد دو رو دوری کنید و به ظاهر افراد اعتماد نکنید. با ایمان به خداوند و همت عالی می توانید بر سختی ها غلبه کرده و موفق شوید. اگرچه ممکن است ظاهر مغروری داشته باشید اما در باطن اینگونه نیستید.', 'از خداوند روحیه قوی بخواهید و تنها به او تکیه کنید نه به خلق خدا. به کسی ظلم نکنید که قلبتان تیره می شود.']"
"[['قتل این خسته به شمشیر تو تقدیر نبود', 'ور نه هیچ از دل بی\u200cرحم تو تقصیر نبود'], ['من دیوانه چو زلف تو رها می\u200cکردم', 'هیچ لایق\u200cترم از حلقه زنجیر نبود'], ['یا رب این آینه حسن چه جوهر دارد', 'که در او آه مرا قوت تأثیر نبود'], ['سر ز حسرت به در میکده\u200cها برکردم', 'چون شناسای تو در صومعه یک پیر نبود'], ['نازنین\u200cتر ز قدت در چمن ناز نرست', 'خوش\u200cتر از نقش تو در عالم تصویر نبود'], ['تا مگر همچو صبا باز به کوی تو رسم', 'حاصلم دوش به جز ناله شبگیر نبود'], ['آن کشیدم ز تو ای آتش هجران که چو شمع', 'جز فنای خودم از دست تو تدبیر نبود'], ['آیتی بود عذاب انده حافظ بی تو', 'که بر هیچ کسش حاجت تفسیر نبود']]","['شما لیاقت بسیاری چیزها را دارید، شکست خورده اید و همه چیزتان را از دست داده اید، اگرچه خودتان مقصر هستید اما بهتر است از این حسرت و افسوس برای گذشته دست بردارید و خودتان را عذاب ندهید، ضعف و ناامیدی چاره کار نیست، قوی باشید و دوباره شروع کنید.', 'بر سر دوراهی قرار گفته اید که شما را سرگردان کرده، در مورد این کار بهتر است بیشتر از این جلو نروید زیرا به نظر می رسد مقدمات آن هنوز فرا نرسیده است.']"
"[['دوش در حلقه ما قصه گیسوی تو بود', 'تا دل شب سخن از سلسله موی تو بود'], ['دل که از ناوک مژگان تو در خون می\u200cگشت', 'باز مشتاق کمانخانه ابروی تو بود'], ['هم عفاالله صبا کز تو پیامی می\u200cداد', 'ور نه در کس نرسیدیم که از کوی تو بود'], ['عالم از شور و شر عشق خبر هیچ نداشت', 'فتنه انگیز جهان غمزه جادوی تو بود'], ['من سرگشته هم از اهل سلامت بودم', 'دام راهم شکن طره هندوی تو بود'], ['بگشا بند قبا تا بگشاید دل من', 'که گشادی که مرا بود ز پهلوی تو بود'], ['به وفای تو که بر تربت حافظ بگذر', 'کز جهان می\u200cشد و در آرزوی روی تو بود']]","['خصلت های خوب اخلاقی شما باعث شده اطرافیان از مصاحبت با شما لذت ببرند و دوستان زیادی داشته باشید. از دروغ پرهیز و سعی کنید با صداقت و راستی رفتار کنید. مراقب باشید که موفقیت های این روزها باعث غرور شما نشود که در این صورت عاقبت خوبی برای شما نخواهد داشت.', 'حوصله به خرج دهید. نیتی در دل دارید که با توکل به خداوند و تلاش، عملی خواهد شد، خبرهای خوبی از مسافرتان دریافت می کنید. ایمان راسخ و اراده دو کلید موفقیت و رسیدن به اهداف است که شما از این دو ویژگی خوب برخوردار هستید.']"
"[['دوش می\u200cآمد و رخساره برافروخته بود', 'تا کجا باز دل غمزده\u200cای سوخته بود'], ['رسم عاشق کشی و شیوه شهرآشوبی', 'جامه\u200cای بود که بر قامت او دوخته بود'], ['جان عشاق سپند رخ خود می\u200cدانست'], ['و آتش چهره بدین کار برافروخته بود', 'گر چه می\u200cگفت که زارت بکشم می\u200cدیدم', 'که نهانش نظری با من دلسوخته بود'], ['کفر زلفش ره دین می\u200cزد و آن سنگین دل', 'در پی اش مشعلی از چهره برافروخته بود'], ['دل بسی خون به کف آورد ولی دیده بریخت', 'الله الله که تلف کرد و که اندوخته بود'], ['یار مفروش به دنیا که بسی سود نکرد', 'آن که یوسف به زر ناسره بفروخته بود'], ['گفت و خوش گفت برو خرقه بسوزان حافظ', 'یا رب این قلب شناسی ز که آموخته بود']]","['اگرچه به ظاهر دچار شکست و ضرر شده اید اما این شرایط دائمی نیست و دیر یا زود روزهای خوش فرا خواهد رسید. ناامیدی را کنار بگذارید و اعتماد به نفس خود را افزایش دهید.', 'قدر دوستان صادق را بدانید و سعی کنید با مردم با صداقت و درستی رفتار کنید. برای حل مشکلاتی که در راه رسیدن به مقصود دارید از مشورت با بزرگان بهره گرفته و عجول نباشید.']"
"[['یک دو جامم دی سحرگه اتفاق افتاده بود', 'وز لب ساقی شرابم در مذاق افتاده بود'], ['از سر مستی دگر با شاهد عهد شباب', 'رجعتی می\u200cخواستم لیکن طلاق افتاده بود'], ['در مقامات طریقت هر کجا کردیم سیر', 'عافیت را با نظربازی فراق افتاده بود'], ['ساقیا جام دمادم ده که در سیر طریق', 'هر که عاشق وش نیامد در نفاق افتاده بود'], ['ای معبر مژده\u200cای فرما که دوشم آفتاب', 'در شکرخواب صبوحی هم وثاق افتاده بود'], ['نقش می\u200cبستم که گیرم گوشه\u200cای زان چشم مست', 'طاقت و صبر از خم ابروش طاق افتاده بود'], ['گر نکردی نصرت دین شاه یحیی از کرم', 'کار ملک و دین ز نظم و اتساق افتاده بود'], ['حافظ آن ساعت که این نظم پریشان می\u200cنوشت', 'طایر فکرش به دام اشتیاق افتاده بود']]","['مژده باد بر شما که به زودی نتیجه تلاش های خود را خواهید دید، اگرچه در گذشته اشتباهاتی انجام داده اید اما از آن جا که به فکر جبران آن ها بودید و برای دفع ضرر تلاش بسیار نموده اید، به زودی دوران غم و اندوه تمام می شود.', 'در راه خداوند انفاق کنید و نگران و مشوش نباشید تا در راه رسیدن به مقصود ثابت قدم و پایدار بمانید. مسافرتان گره از کارش باز می شود. به والدین خود بیشتر توجه کنید و نذر خود را ادا سازید.']"
"[['گوهر مخزن اسرار همان است که بود', 'حقه مهر بدان مهر و نشان است که بود'], ['عاشقان زمره ارباب امانت باشند', 'لاجرم چشم گهربار همان است که بود'], ['از صبا پرس که ما را همه شب تا دم صبح', 'بوی زلف تو همان مونس جان است که بود'], ['طالب لعل و گهر نیست وگرنه خورشید', 'همچنان در عمل معدن و کان است که بود'], ['کشته غمزه خود را به زیارت دریاب', 'زان که بیچاره همان دل\u200cنگران است که بود'], ['رنگ خون دل ما را که نهان می\u200cداری', 'همچنان در لب لعل تو عیان است که بود'], ['زلف هندوی تو گفتم که دگر ره نزند', 'سال\u200cها رفت و بدان سیرت و سان است که بود'], ['حافظا بازنما قصه خونابه چشم', 'که بر این چشمه همان آب روان است که بود']]","['قصد انجام کاری کرده اید که لازم است قبل از شروع حتما تمام جوانب را بسنجید و بی گدار به آب نزنید. اگر بدون تفکر قدم در راه بگذارید احتمال شکست خیلی بالا خواهد بود. نگران سختی های مسیر نباشید زیرا همه مشکلات با درایت حل خواهند شد.', 'اسرار دل را با هر کسی در میان نگذارید. گاهی اوقات بسیار نگران می شوید به گونه ای که تمرکز خود را از دست داده و رشته کار از دست شما خارج می شود. بیهوده روی مسائل کوچک زندگی حساس نباشید.']"
"[['دیدم به خواب خوش که به دستم پیاله بود', 'تعبیر رفت و کار به دولت حواله بود'], ['چل سال رنج و غصه کشیدیم و عاقبت', 'تدبیر ما به دست شراب دوساله بود'], ['آن نافه مراد که می\u200cخواستم ز بخت', 'در چین زلف آن بت مشکین کلاله بود'], ['از دست برده بود خمار غمم سحر', 'دولت مساعد آمد و می در پیاله بود'], ['بر آستان میکده خون می\u200cخورم مدام', 'روزی ما ز خوان قدر این نواله بود'], ['هر کو نکاشت مهر و ز خوبی گلی نچید', 'در رهگذار باد نگهبان لاله بود'], ['بر طرف گلشنم گذر افتاد وقت صبح', 'آن دم که کار مرغ سحر آه و ناله بود'], ['دیدیم شعر دلکش حافظ به مدح شاه', 'یک بیت از این قصیده به از صد رساله بود'], ['آن شاه تندحمله که خورشید شیرگیر', 'پیشش به روز معرکه کمتر غزاله بود']]","['در راه رسیدن به مقصود تلاش بسیار کرده اید و سختی های زیادی را پشت سر گذاشته اید، خبر خوش این است که به زودی نتیجه تمام این غم ها و سختی ها را خواهید گرفت و به سر منزل مقصود می رسید.', 'برای داشتن زندگی راحت و خیالی آسوده، به مردم محبت بورزید و سینه خود را سرشار از عشق کنید. از دروغ برحذر باشید و دل خود را با خصایل پسندیده ای همچون صداقت و یکرنگی جلا ببخشید.']"
"[['به کوی میکده یا رب سحر چه مشغله بود', 'که جوش شاهد و ساقی و شمع و مشعله بود'], ['حدیث عشق که از حرف و صوت مستغنیست', 'به ناله دف و نی در خروش و ولوله بود'], ['مباحثی که در آن مجلس جنون می\u200cرفت', 'ورای مدرسه و قال و قیل مسئله بود'], ['دل از کرشمه ساقی به شکر بود ولی', 'ز نامساعدی بختش اندکی گله بود'], ['قیاس کردم و آن چشم جادوانه مست', 'هزار ساحر چون سامریش در گله بود'], ['بگفتمش به لبم بوسه\u200cای حوالت کن', 'به خنده گفت کی ات با من این معامله بود'], ['ز اخترم نظری سعد در ره است که دوش', 'میان ماه و رخ یار من مقابله بود'], ['دهان یار که درمان درد حافظ داشت', 'فغان که وقت مروت چه تنگ حوصله بود']]","['شما دارای اخلاق ناپسندی هستید و آن هم مقایسه خودتان با دیگران است! هیچگاه دستاوردها و خصوصیت های خودتان را با دیگران مقایسه نکنید و از روزگار و زندگی گله مند نباشید. دیری نمی پاید که اوضاع شما روبه راه می شود و از این سختی ها نجات پیدا می کنید.', 'در روزهای آینده به مشکلی برمی خورید که در نگاه اول سخت به نظر می رسد اما با درایت و هوشمندی شما حل می شود. صبوری پیشه کنید و به خداوند توکل داشته باشید.']"
"[['آن یار کز او خانه ما جای پری بود', 'سر تا قدمش چون پری از عیب بری بود'], ['دل گفت فروکش کنم این شهر به بویش', 'بیچاره ندانست که یارش سفری بود'], ['تنها نه ز راز دل من پرده برافتاد', 'تا بود فلک شیوه او پرده دری بود'], ['منظور خردمند من آن ماه که او را', 'با حسن ادب شیوه صاحب نظری بود'], ['از چنگ منش اختر بدمهر به در برد', 'آری چه کنم دولت دور قمری بود'], ['عذری بنه ای دل که تو درویشی و او را', 'در مملکت حسن سر تاجوری بود'], ['اوقات خوش آن بود که با دوست به سر رفت', 'باقی همه بی\u200cحاصلی و بی\u200cخبری بود'], ['خوش بود لب آب و گل و سبزه و نسرین', 'افسوس که آن گنج روان رهگذری بود'], ['خود را بکش ای بلبل از این رشک که گل را', 'با باد صبا وقت سحر جلوه گری بود'], ['هر گنج سعادت که خدا داد به حافظ', 'از یمن دعای شب و ورد سحری بود']]","['مدتی است به بلایا و سختی ها مبتلا شده اید اما این روزها خیلی زود می گذرد و جای نگرانی نیست. احساس پشیمانی می کنید زیرا کارهای بیهوده ای انجام می دهید که بدون تعقل و دوراندیشی است. چرا فرصت ها را به راحتی از دست می دهید؟', 'وابسته مال دنیا نبودن خصلت پسندیده ای است اما شما بیش از حد ولخرجی می کنید و ارزش مالی که به زحمت به دست می آورید را نمی دانید. صبوری کنید که بیمار شفا پیدا می کند.']"
"[['مسلمانان مرا وقتی دلی بود', 'که با وی گفتمی گر مشکلی بود'], ['به گردابی چو می\u200cافتادم از غم', 'به تدبیرش امید ساحلی بود'], ['دلی همدرد و یاری مصلحت بین', 'که استظهار هر اهل دلی بود'], ['ز من ضایع شد اندر کوی جانان', 'چه دامنگیر یا رب منزلی بود'], ['هنر بی\u200cعیب حرمان نیست لیکن', 'ز من محروم\u200cتر کی سائلی بود'], ['بر این جان پریشان رحمت آرید', 'که وقتی کاردانی کاملی بود'], ['مرا تا عشق تعلیم سخن کرد', 'حدیثم نکته هر محفلی بود'], ['مگو دیگر که حافظ نکته\u200cدان است', 'که ما دیدیم و محکم جاهلی بود']]","['مدتی است از اطرافیان خود دلگیر هستید و گمان می کنید همه شما را رها کرده و تک و تنها در دریای مشکلات غرق شده اید. فراموش نکنید که مشکلات و سختی های زندگی همگی مصلحت خداوند هست و در مسیر امتحان الهی قرار گرفته اید.', 'به زودی لطف خداوند شامل حال شما می شود و تیزهوشی و درایت شما تاثیر خودش را خواهد گذاشت. تردید و دودلی را کنار بگذارید و با خانواده خود خوش رفتاری کنید، هوای پدر و مادر را داشته باشید و دست از لجبازی بردارید. به زودی قرض ها ادا می شود، زمان خوبی برای مسافرت نیست.']"
